Simulation Run,Loss Event Frequency,Annualized Risk ($),Secondary Response ($),Fines and Judgements ($),Reputation ($),Primary Response ($)
3968,1.594288476,103776.2131,387.4838077,107.1452014,722.3108989,72231.08989
3969,1.133496752,41397.17377,176.7338873,165.4901021,350.0235297,35002.35297
3970,0.772838401,37539.23587,184.8265539,215.8611018,387.0879675,38708.79675
3971,0.918931576,28393.12837,598.1500654,518.2776506,1115.024863,111502.4863
3972,0.68254857,23421.22453,263.7551289,215.7401596,424.5959432,42459.59432
3973,1.106166552,44182.76965,654.4325722,490.9979372,1252.600861,125260.0861
3974,1.027968344,35090.89555,589.1613095,512.2169257,860.8424939,86084.24939
3975,1.146959197,46223.5951,178.6967107,221.0563018,250.1366925,25013.66925
3976,1.597033907,73988.059,179.7803927,99.76713998,300.823191,30082.3191
3977,1.199349351,68036.16615,219.7589064,140.0273501,291.1696009,29116.96009
3978,0.496014595,21268.7545,137.6755453,50.12234866,175.0871384,17508.71384
3979,0.435759595,21743.63322,258.6267473,263.7739118,491.0337455,49103.37455
3980,1.138217946,37022.26801,452.0025924,383.3968611,903.2737002,90327.37002
3981,0.643325766,13461.87786,359.0435601,352.2801423,413.2639002,41326.39002
3982,1.819077523,127694.0872,444.1720499,361.4370759,692.4451979,69244.51979
3983,1.309218672,68156.32659,438.6409416,467.1519742,950.2858541,95028.58541
3984,0.731537564,38746.12886,417.0673593,382.3469564,843.3700925,84337.00925
3985,0.764778772,31263.21664,444.0850429,468.2935591,904.1193658,90411.93658
3986,0.466396106,20651.20596,182.7057276,104.5954526,224.2389587,22423.89587
3987,0.762728769,35343.75867,209.847021,245.5842288,313.5074522,31350.74522
3988,1.051746823,41339.18486,371.5414823,112.3507176,574.4893556,57448.93556
3989,1.333895497,35857.34884,216.6616037,251.6789113,244.6315661,24463.15661
3990,1.344888374,34596.73058,379.0787981,449.9377744,672.4640542,67246.40542
3991,0.626835198,32590.9134,367.0230131,389.6541567,556.5112703,55651.12703
3992,1.099378935,48265.24887,344.9828768,233.4494922,669.7580173,66975.80173
3993,1.696372033,105446.7975,195.4884007,159.8980383,279.5468357,27954.68357
3994,0.785596487,29011.91028,331.2130809,239.6747263,428.6236708,42862.36708
3995,0.857902067,40836.3326,136.0769314,302.055929,136.1286901,13612.86901
3996,0.861402966,32445.80113,305.3725296,345.2571672,543.5646421,54356.46421
3997,0.712021387,46025.0837,159.78486,110.3226783,213.1584484,21315.84484
3998,1.013803212,48564.96995,412.2086594,328.5036337,753.7415169,75374.15169
3999,1.254581999,33800.86039,365.7527523,266.7017375,357.4032743,35740.32743
4000,0.288756575,10995.99173,193.1829449,294.0428362,261.7974679,26179.74679
4001,0.993536682,45304.59611,255.4375611,168.9781015,453.1959758,45319.59758
4002,1.141176019,37336.99227,178.141075,241.956383,191.95061,19195.061
4003,0.776427325,23226.59937,322.8031342,394.4982757,490.0537519,49005.37519
4004,1.412589161,32072.35964,352.4817708,224.3693596,419.2552214,41925.52214
4005,1.024995724,40046.86066,281.6995209,220.125384,430.7748159,43077.48159
4006,0.85280365,37267.08806,212.6205047,292.6410132,334.4791965,33447.91965
4007,1.397664597,44781.22574,412.7075157,445.0872954,864.783838,86478.3838
4008,1.121834671,34850.50528,495.8462865,321.0107745,908.7727346,90877.27346
4009,1.173282752,64103.96521,361.2847465,367.858707,634.8335187,63483.35187
4010,1.352465371,65299.7596,569.7692389,125.0275594,829.9588336,82995.88336
4011,0.516396818,16199.92292,372.5267104,313.7937607,497.4031284,49740.31284
4012,0.667135809,28380.01685,208.3153498,312.1903228,382.8685265,38286.85265
4013,1.324883626,62237.78831,339.9540553,195.3400166,618.008066,61800.8066
4014,0.481650358,22179.85268,291.5043498,289.8836107,451.1322623,45113.22623
4015,0.868784107,52016.22542,172.7856448,347.4295625,293.9472392,29394.72392
4016,1.26039762,41876.01009,212.7534252,191.0458912,180.0794172,18007.94172
4017,0.458953379,15286.7986,202.0635319,213.3155133,383.3002978,38330.02978
4018,0.461369168,14871.73606,449.6671751,350.6512844,1054.470176,105447.0176
4019,1.54409293,77796.03707,358.9546357,206.3880302,544.6210158,54462.10158
4020,0.748234862,30473.20711,335.8894365,296.3752981,454.0409121,45404.09121
4021,1.146798949,58438.53105,431.2028539,356.8093545,589.9532702,58995.32702
4022,0.763877639,29810.1679,239.0353093,255.4736483,423.3285025,42332.85025
4023,0.747473359,39845.331,401.8667345,322.2817828,572.6025684,57260.25684
4024,0.98846514,47190.94398,192.3627246,51.32152892,354.7091601,35470.91601
4025,0.978397244,27044.68294,302.8828672,349.1311712,664.4891073,66448.91073
4026,1.253912211,87029.58235,517.1789167,245.8778432,940.263848,94026.3848
4027,0.74455517,37940.90571,51.88146893,79.55545276,72.23004215,7223.004215
4028,1.29682132,45180.34274,243.5740903,386.6503355,306.1580074,30615.80074
4029,1.050394773,35324.21618,211.7327501,265.5467821,206.3866813,20638.66813
4030,0.962903094,63670.85567,398.9186593,245.2322758,857.5684066,85756.84066
4031,0.654542954,22845.98923,404.4592984,324.6433834,624.206944,62420.6944
4032,0.972647394,58652.86495,80.08481685,70.04677389,90.08906984,9008.906984
4033,0.732353179,24477.51177,398.9093071,155.7291205,673.0790328,67307.90328
4034,1.369227188,46982.76855,402.7296025,330.2146395,509.0584406,50905.84406
4035,0.723199886,23979.2907,534.316295,519.268248,686.8124689,68681.24689
4036,0.996966222,30290.87672,423.8616017,167.8677897,979.1199269,97911.99269
4037,1.128497519,63095.72757,238.5952834,187.5766841,551.5547146,55155.47146
4038,0.735477337,34440.68713,378.5269678,251.8445435,867.4293663,86742.93663
4039,0.685375821,30823.8832,294.8645347,170.3698166,371.4593919,37145.93919
4040,0.899404092,28875.45466,468.6940745,163.8357229,1010.436547,101043.6547
4041,1.194742477,51925.77404,371.8790373,311.2257422,875.8951907,87589.51907
4042,0.49096715,28848.19589,142.8868321,131.5975125,263.2808653,26328.08653
4043,0.739160709,33254.72071,278.6472542,294.3039883,528.3471913,52834.71913
4044,0.520142821,34476.18731,201.3056989,105.7225725,350.4896925,35048.96925
4045,1.156510305,57546.15313,334.6903396,159.3636533,526.1713453,52617.13453
4046,1.260638714,36390.97843,88.24270946,75.31935145,80.74366611,8074.366611
4047,0.545869669,21587.36061,196.390752,204.7968638,389.6405068,38964.05068
4048,0.30143828,20545.62483,333.6142219,309.6385084,684.6392088,68463.92088
4049,0.65032564,21037.19127,373.1470181,413.8742203,895.4832324,89548.32324
4050,0.966367279,35664.03253,281.0889692,307.6904988,349.5905024,34959.05024
4051,1.469261383,65627.93163,200.1575686,221.7522631,320.627594,32062.7594
4052,0.979066235,64940.37492,185.8452763,155.2207304,263.1844442,26318.44442
4053,1.177707601,65825.07663,296.7662016,333.6623467,653.818659,65381.8659
4054,1.264171968,62988.52704,352.7663746,559.3435853,687.1805394,68718.05394
4055,0.896697225,21584.97722,295.5150983,249.2267576,457.406305,45740.6305
4056,0.708675153,27639.13561,342.0417366,290.128896,529.7165739,52971.65739
4057,0.862874108,36322.47377,388.8574342,351.0174962,603.3823452,60338.23452
4058,0.819277738,40652.19325,376.7481615,299.2729043,715.4511853,71545.11853
4059,0.746596711,35396.134,207.645486,364.1434036,326.5456871,32654.56871
4060,0.928842777,29573.52674,316.709931,497.0040765,512.9086001,51290.86001
4061,0.782102871,25579.26337,204.1237731,260.1545557,280.362838,28036.2838
4062,1.355103472,58513.0409,540.7056849,517.1745688,905.676343,90567.6343
4063,0.72855924,23017.65575,148.7091582,109.8353971,323.0780474,32307.80474
4064,0.53413784,17967.6001,401.9326931,339.1765792,681.0565394,68105.65394
4065,1.906598745,83183.34962,335.1384885,484.9883399,602.6754431,60267.54431
4066,1.053850805,63676.26424,266.2011444,183.7273724,485.2379106,48523.79106
4067,0.685646464,34767.61144,458.9885151,497.0978909,877.0180491,87701.80491
4068,0.775473052,27606.20383,315.6676182,222.5632683,522.2966267,52229.66267
4069,1.277711806,51913.07635,313.175656,363.2463221,622.9646634,62296.46634
4070,1.389972305,41786.25019,188.9047609,227.0292611,269.5103109,26951.03109
4071,0.841521258,31412.82494,270.6580516,225.2044478,441.4273139,44142.73139
4072,0.803291901,45980.74522,288.272813,161.3499584,647.5264022,64752.64022
4073,0.610910518,22949.4541,214.1932155,154.0281635,353.0232255,35302.32255
4074,0.770048426,45405.2477,235.7145599,93.63193698,329.6946943,32969.46943
4075,0.203782798,14303.01502,154.2158429,71.57898378,192.4752901,19247.52901
4076,1.907156396,84096.40874,445.9897094,458.8103382,899.4856476,89948.56476
4077,0.661385768,20873.07128,476.040485,419.2332448,757.0380523,75703.80523
4078,0.849308096,43634.86939,107.3619858,130.969597,129.0647009,12906.47009
4079,1.242651682,43840.30898,190.1653849,167.538655,259.5327918,25953.27918
4080,1.045289848,32475.41214,194.9703969,61.50688153,305.4324903,30543.24903
4081,0.497362265,14796.35033,263.3642308,587.8437973,283.470221,28347.0221
4082,1.143752059,29835.23517,488.2271104,199.6307874,734.7769744,73477.69744
4083,0.620790256,24291.07421,321.6691593,334.2126855,533.946365,53394.6365
4084,1.398189491,47494.43929,457.7710919,204.9382862,1023.539585,102353.9585
4085,0.961875291,39402.04416,131.2819767,164.3416252,203.2150919,20321.50919
4086,0.950678942,41687.30945,409.1428359,238.5546898,651.0825614,65108.25614
4087,0.9718107,51182.82269,275.5888413,170.6467628,339.0154547,33901.54547
4088,0.962872151,61083.28489,325.6131497,206.8886547,775.7502924,77575.02924
4089,1.259695643,41494.53268,255.2082088,130.9133213,442.5356715,44253.56715
4090,1.097046972,31550.83296,378.7890961,270.8451356,515.4755573,51547.55573
4091,0.51645138,12855.93975,138.91178,205.0980162,182.2933931,18229.33931
4092,1.169076226,40172.72488,598.7540456,307.5174126,707.6760363,70767.60363
4093,1.474546612,50147.87557,406.4072286,440.931908,767.719941,76771.9941
4094,0.470887423,18623.33243,247.9327749,140.6191372,454.7582253,45475.82253
4095,0.80381875,24907.68829,340.7765116,278.9535083,643.1927519,64319.27519
4096,0.906109462,44563.51128,339.5075774,324.0940189,518.9482286,51894.82286
4097,1.204551722,48926.33017,458.6983634,338.9213989,688.4912121,68849.12121
4098,1.548680245,73868.40302,129.6567568,255.3831719,199.8211299,19982.11299
4099,0.762769145,33362.7886,430.4838366,187.1399753,607.3571101,60735.71101
4100,1.873490426,73254.62568,326.9979876,202.4782362,508.1061574,50810.61574
4101,1.158580127,58023.24406,325.3577375,244.8444462,606.9364908,60693.64908
4102,0.542931879,19759.86296,267.4979706,350.9363372,289.2816095,28928.16095
4103,1.490932291,32462.75772,260.6685455,299.8014519,370.858161,37085.8161
4104,0.72735303,30526.1057,570.9912013,424.0638894,847.4364123,84743.64123
4105,0.892740438,36406.47956,335.061934,473.7574063,573.2394451,57323.94451
4106,1.505716081,85898.86038,454.0837718,247.1118257,656.1453574,65614.53574
4107,0.615345912,25551.47807,361.176192,277.7430642,372.4154727,37241.54727
4108,1.077785427,52792.17185,178.3288149,313.4053632,257.8975536,25789.75536
4109,1.798524455,77338.18425,209.3603272,58.41496155,430.6843535,43068.43535
4110,1.071476024,41176.62693,267.6555164,187.7012454,378.4806585,37848.06585
4111,0.666444911,32314.38828,378.1211325,411.4183797,580.8623406,58086.23406
4112,1.090791093,32308.76305,577.4097127,513.0694296,1049.315281,104931.5281
4113,1.032079422,57359.00647,395.2237893,278.1875987,510.3075618,51030.75618
4114,1.361803132,51324.91764,233.3113137,157.0812902,326.1177274,32611.77274
4115,1.664276288,64791.16279,232.6314019,260.089972,405.3326102,40533.26102
4116,1.158255418,45828.31412,449.4720508,228.6033868,1003.790397,100379.0397
4117,0.764661133,28382.83313,269.295012,205.1602337,451.8069803,45180.69803
4118,0.474080161,19841.52315,267.1438082,155.0601166,455.3953654,45539.53654
4119,1.055239518,51077.65554,287.9980101,329.9789674,477.7778163,47777.78163
4120,0.783926737,43475.14073,208.4191063,308.6338127,250.1549409,25015.49409
4121,1.121254121,61638.01276,174.0187379,211.3464116,218.1117967,21811.17967
4122,1.070580727,35016.56635,221.8995835,224.0651951,407.9251042,40792.51042
4123,0.750364044,21969.85685,349.0773401,201.6754265,618.9849987,61898.49987
4124,0.997633628,43738.07932,226.1010945,368.222829,304.252283,30425.2283
4125,1.432251913,62585.61951,81.51891565,93.74451318,102.7017929,10270.17929
4126,0.604365239,22358.02513,450.2037438,295.1731456,894.1576153,89415.76153
4127,0.461926838,14240.07532,160.6032624,158.0792138,198.0536771,19805.36771
4128,0.957902253,40495.7143,475.4242003,433.1776232,932.1909161,93219.09161
4129,1.04386716,26986.58557,310.5951091,231.9869057,614.661275,61466.1275
4130,1.548618178,42486.37655,365.4220098,263.535795,495.8647188,49586.47188
4131,0.560180003,24299.60815,115.085321,205.7448545,159.6220198,15962.20198
4132,1.092592262,43350.18568,236.1890212,74.75413537,291.9563282,29195.63282
4133,1.192116479,32024.68776,258.6362256,139.0361327,603.5550451,60355.50451
4134,1.074777234,73038.43463,328.8030656,238.5214226,707.8677895,70786.77895
4135,1.269577401,41828.95847,369.8343716,90.4981367,625.3335142,62533.35142
4136,1.346254841,74904.56308,261.6135847,247.0619136,537.9910291,53799.10291
4137,1.207828301,50720.53718,394.7248854,354.6095816,645.3219348,64532.19348
4138,0.812598891,41348.31147,135.2553984,121.2380497,227.1758006,22717.58006
4139,0.930379755,24530.71416,397.9424328,554.4634847,519.4159468,51941.59468
4140,0.508079714,16116.58528,267.2749248,329.4355888,474.1720928,47417.20928
4141,0.860951859,36840.19016,278.9035499,326.0236032,320.3611652,32036.11652
4142,0.996255063,44474.43969,132.0478902,89.01149822,198.351994,19835.1994
4143,0.814691616,33896.87825,234.4936799,153.8422277,445.1505816,44515.05816
4144,1.002118891,30810.83613,256.9104012,263.3414384,545.3150291,54531.50291
4145,0.890001389,53611.5359,234.6531088,284.9006276,370.2319016,37023.19016
4146,0.725488229,26310.13135,388.9894042,242.7665086,634.9262493,63492.62493
4147,0.981302989,57833.32795,296.5017883,294.9621237,494.9869533,49498.69533
4148,0.987970613,51050.82139,144.6593606,199.9997867,257.9689095,25796.89095
4149,0.979519063,55265.47458,349.8835062,388.5938889,508.4598695,50845.98695
4150,0.953241123,25295.55439,157.6893208,164.3440095,228.6188275,22861.88275
4151,1.372919737,34814.79505,271.1770026,306.3295737,445.8189892,44581.89892
4152,1.143813156,57505.48143,124.5338919,203.0919451,101.9226301,10192.26301
4153,1.008701156,53931.62151,575.5817222,419.3035993,1159.692253,115969.2253
4154,0.638076204,28539.91704,86.47541201,78.24305222,127.2436352,12724.36352
4155,1.595508089,45257.63479,201.5020476,304.5600206,331.7611601,33176.11601
4156,1.176173997,35216.07773,249.0959859,90.51966412,413.8371563,41383.71563
4157,0.652021865,17189.81011,207.1478034,191.3954621,319.315562,31931.5562
4158,1.394246421,66904.5738,381.7079263,182.6995079,835.5781576,83557.81576
4159,1.223418325,47782.2328,345.2959722,229.8679714,765.5115092,76551.15092
4160,1.611809856,52864.80483,342.4088226,511.5927993,531.5498108,53154.98108
4161,1.032237617,39168.05137,282.2454748,482.2108806,435.5033981,43550.33981
4162,0.896539878,26003.74548,425.6828229,347.9431862,836.9698271,83696.98271
4163,1.172025992,36013.45133,332.0172897,257.7464914,351.8123276,35181.23276
4164,1.201240541,71900.45997,153.9885993,88.26940098,224.2245707,22422.45707
4165,1.289056425,67758.70038,300.0360006,160.8244233,380.3292661,38032.92661
4166,1.675679992,82983.57231,56.65161249,158.8534037,84.28888238,8428.888238
4167,1.527933496,63998.08657,154.4695897,148.3675568,249.3568633,24935.68633
4168,1.203852182,40228.54733,217.488464,123.3975676,315.4489265,31544.89265
4169,1.03712313,40397.23852,248.4360748,184.5587284,438.9591351,43895.91351
4170,0.583780157,17382.97892,386.5056304,442.3709839,647.897059,64789.7059
4171,1.08616023,55065.97714,401.3079629,312.2271118,818.866699,81886.6699
4172,1.220630003,76352.60641,476.4813057,506.9511398,669.7266764,66972.66764
4173,0.429123734,12925.35341,438.818764,271.7119834,830.0728745,83007.28745
4174,0.605374728,14011.7523,296.9657436,290.3524902,527.1637352,52716.37352
4175,0.789008403,36218.67647,432.7511177,299.0447209,1041.202338,104120.2338
4176,0.893253859,25465.91494,373.5663533,261.4862095,518.3577272,51835.77272
4177,0.825734589,49943.89499,412.4316737,236.7860768,683.6128477,68361.28477
4178,0.928396438,40000.14574,168.1214398,146.0038316,330.5209703,33052.09703
4179,1.446203094,71313.10984,152.1166049,145.2883429,153.7836007,15378.36007
4180,1.603858637,109927.2983,212.6913224,68.20094251,403.0091994,40300.91994
4181,1.607078157,52406.87867,148.3040834,133.4395248,262.6946044,26269.46044
4182,0.906950268,43668.69687,402.1840446,448.604872,838.6584759,83865.84759
4183,0.872620856,31174.51981,525.1846338,304.7260501,695.7650793,69576.50793
4184,1.025475264,30782.23396,379.9023046,185.7588945,588.7634217,58876.34217
4185,1.133834522,43736.2589,389.5357969,279.0550735,730.7490785,73074.90785
4186,0.450866415,19393.16221,280.9072487,273.137338,503.0789245,50307.89245
4187,0.869721278,40296.89593,396.9216014,253.9972296,635.7150823,63571.50823
4188,0.816440867,55738.95793,283.7834065,191.736843,540.5054469,54050.54469
4189,0.863780316,30490.8862,97.52111648,101.3537519,152.1716601,15217.16601
4190,1.066263775,52493.92561,365.1128955,365.7020312,522.1397345,52213.97345
4191,0.855849571,54976.25668,293.606085,233.3193281,575.6505982,57565.05982
4192,1.515463152,57686.78605,231.5888476,186.3312771,403.7837663,40378.37663
4193,0.565225344,33164.13512,253.4444218,374.146322,353.2363261,35323.63261
4194,1.188370346,31134.86802,139.9152537,219.771802,168.5567552,16855.67552
4195,1.042937107,34516.09766,203.7144952,420.7432301,304.8460259,30484.60259
4196,1.065637745,37976.89524,139.1900137,122.8079173,252.3725871,25237.25871
4197,0.679091734,41627.00627,416.2245226,376.4771379,839.1206759,83912.06759
4198,0.482285663,15925.81736,150.3631808,262.5951308,208.6479277,20864.79277
4199,0.659072261,26101.24066,212.9907349,281.8689195,364.726445,36472.6445
4200,0.899485316,30723.15296,255.5872689,151.0835356,449.8112741,44981.12741
4201,1.511956395,79428.36631,231.2124965,256.2254435,356.777592,35677.7592
4202,0.802416532,31171.68916,161.7894734,356.0153984,174.9265308,17492.65308
4203,0.9055139,25771.93918,217.0399593,226.9501537,420.2010182,42020.10182
4204,0.711167607,35105.33907,611.9100984,393.4359983,1390.570563,139057.0563
4205,0.562871285,16360.03578,180.7562712,235.9842549,289.3873489,28938.73489
4206,0.560346425,25956.01988,118.4141003,57.06757638,156.9361409,15693.61409
4207,0.829705417,35136.10565,205.8803564,344.2966864,414.5649806,41456.49806
4208,1.125102904,64864.72173,419.7446938,187.3676151,953.4911679,95349.11679
4209,1.027892548,32385.49663,290.5959027,376.8391494,381.8000048,38180.00048
4210,0.561563607,21994.3837,298.0290766,116.9718597,393.3668647,39336.68647
4211,2.165887628,53448.45359,216.6392763,492.6961199,232.8180261,23281.80261
4212,1.291496154,51393.32427,198.4196776,115.1935143,334.2765342,33427.65342
4213,1.765738389,47720.08467,192.7474135,127.7063458,335.9493466,33594.93466
4214,0.621678443,18027.80116,383.9470137,494.0561329,849.0572168,84905.72168
4215,1.413805049,42200.04629,455.3171169,433.4728181,783.9824484,78398.24484
4216,1.372141054,74530.27162,240.4389255,70.14231106,258.096807,25809.6807
4217,1.010180597,47858.95936,303.5952084,327.8548892,530.41788,53041.788
4218,1.429116732,77477.75976,530.9816017,243.3746149,902.5034136,90250.34136
4219,1.839712008,77544.88105,230.6216905,135.3489695,382.8378914,38283.78914
4220,0.969326222,53031.91014,340.3834667,215.853679,624.4387495,62443.87495
4221,0.745440965,26139.78396,390.6179517,313.9070359,636.6491486,63664.91486
4222,0.919544943,33309.02506,189.8754737,179.9205814,285.9367104,28593.67104
4223,1.35163596,63805.38203,294.7775105,281.9326795,391.182063,39118.2063
4224,0.626973462,25172.58176,506.2349872,376.6012317,663.4527939,66345.27939
4225,0.763318438,33729.21102,265.4098472,284.2135724,303.0798793,30307.98793
4226,0.627021058,21275.30524,302.4664772,81.88976585,475.7125762,47571.25762
4227,0.57415831,28323.26044,192.0622528,163.1156911,239.2260516,23922.60516
4228,0.608773292,26159.88629,294.6598152,352.1468701,513.2004967,51320.04967
4229,1.945597431,57410.48231,257.3434208,389.659459,354.8946065,35489.46065
4230,1.477932623,41655.95476,172.3257315,142.7629412,363.0366944,36303.66944
4231,1.15191464,61559.83123,194.7072241,187.3728892,323.1327045,32313.27045
4232,0.691119844,23387.61394,176.9133309,140.5003027,387.1325942,38713.25942
4233,1.366805321,40362.58004,209.3353741,161.806076,343.3735907,34337.35907
4234,1.805185989,76089.26159,473.8712674,315.1922634,1090.305659,109030.5659
4235,0.818463733,25176.98028,355.0189087,218.6396197,596.2373302,59623.73302
4236,1.051087621,51432.57388,342.1214676,414.8652336,568.3030629,56830.30629
4237,0.635478942,32805.50003,241.7816293,180.1498134,376.5948215,37659.48215
4238,1.896958918,110619.2829,185.930706,247.4197821,323.6522356,32365.22356
4239,0.993742152,42019.5124,125.5485403,67.71722498,232.6109889,23261.09889
4240,0.978511561,48420.55865,285.5726147,277.8915877,538.6313441,53863.13441
4241,0.830986562,24346.96262,230.1934351,154.0811989,440.7923465,44079.23465
4242,0.737153415,30155.91777,278.3789032,153.176352,445.840831,44584.0831
4243,1.379362797,55727.63402,190.1762114,274.4824808,253.039581,25303.9581
4244,0.563432217,26426.46125,210.0813828,183.8351571,422.6180489,42261.80489
4245,1.144890163,32765.95764,388.2115792,357.1795116,550.3313396,55033.13396
4246,0.633926307,28514.68371,154.9369678,164.7145791,312.8781123,31287.81123
4247,0.519316349,34848.4866,331.2161206,298.0772246,674.1069688,67410.69688
4248,1.301213093,94551.8962,119.8304968,137.7568681,127.9330357,12793.30357
4249,0.935961178,33637.9321,251.0862895,181.2702809,501.3381519,50133.81519
4250,0.738443424,37041.39197,347.7176621,192.395557,796.4370494,79643.70494
4251,0.858090343,33259.7628,256.6605897,164.6323763,297.4795283,29747.95283
4252,0.345252011,18485.07339,338.8107147,322.6653686,673.2861502,67328.61502
4253,0.345723927,6313.725309,347.5000553,322.7594003,455.2065579,45520.65579
4254,0.959230366,46497.22324,453.2326471,266.0714851,838.9033207,83890.33207
4255,0.900125604,30245.24873,127.2144895,90.37706572,154.4611616,15446.11616
4256,0.99677905,55166.18113,73.82515936,79.49234708,85.45908148,8545.908148
4257,0.486555027,31027.45027,357.4033459,123.3655417,752.2369515,75223.69515
4258,0.518353478,18976.49378,220.569855,143.3265472,283.2341421,28323.41421
4259,1.321223681,34093.52252,396.9055434,272.1073362,741.9506464,74195.06464
4260,0.905219033,51412.20129,275.3335199,228.0532999,551.6177427,55161.77427
4261,1.270582071,59222.02756,537.1258434,130.1422821,946.6586404,94665.86404
4262,1.220492544,48431.33478,412.9771961,291.0449082,622.3338002,62233.38002
4263,1.589845647,58434.93101,153.9824841,214.6041999,219.2984832,21929.84832
4264,1.009547635,51633.46288,229.7955827,521.7268958,431.1871701,43118.71701
4265,0.842949713,29494.08723,353.3571899,394.7435625,667.1031151,66710.31151
4266,1.044305221,44365.30631,349.9105982,210.2128768,661.648698,66164.8698
4267,0.798905361,21338.13055,249.8533685,258.0071877,476.3547721,47635.47721
4268,1.157714682,72933.95886,627.4344255,213.3157881,874.6384897,87463.84897
4269,1.13601136,44818.30547,301.6149534,424.6165052,422.3216347,42232.16347
4270,0.71904445,20001.38499,193.9611382,166.6033337,266.6429978,26664.29978
4271,1.288960603,58419.92638,371.637561,343.2282899,682.1097955,68210.97955
4272,1.203023945,72491.93695,379.7547326,314.8417926,817.2465019,81724.65019
4273,1.245250135,57495.26603,347.9268188,440.4782466,564.127599,56412.7599
4274,0.670033877,17238.57127,324.7356616,371.3450057,481.2818817,48128.18817
4275,0.538062279,21409.31246,197.7228425,179.7524628,307.8786697,30787.86697
4276,1.154652696,53060.45878,136.4421196,46.51330376,235.1059333,23510.59333
4277,1.029608308,42112.19232,446.785065,377.0280427,822.7281752,82272.81752
4278,0.819205775,28021.44476,650.4898547,413.4476837,1107.842195,110784.2195
4279,1.217112346,38151.63565,404.056403,362.8626022,592.6864086,59268.64086
4280,0.466028978,21605.57472,331.5408239,165.0327699,434.7168357,43471.68357
4281,0.616231141,26988.44241,372.040931,168.4925457,560.2624407,56026.24407
4282,1.135913051,47424.15849,262.0815181,201.315237,463.9474036,46394.74036
4283,1.17370615,55847.39105,422.3124764,358.7057702,736.2667765,73626.67765
4284,1.249492946,40480.21341,119.2718675,149.873245,200.8017007,20080.17007
4285,0.579628603,22329.96903,353.0036916,171.9362287,769.2750674,76927.50674
4286,1.636611624,73357.38287,554.1198716,389.1798186,894.6383066,89463.83066
4287,0.584837181,30779.02544,406.6706076,369.4125875,776.8979071,77689.79071
4288,0.612750652,14554.36973,175.3321073,194.1900555,236.8022723,23680.22723
4289,0.697842232,34794.94661,296.2612878,118.351023,618.6941736,61869.41736
4290,0.636278403,20504.21155,212.9878108,109.6220545,404.0267156,40402.67156
4291,0.486525965,12021.29578,149.2449248,165.9561754,222.4671821,22246.71821
4292,1.212878329,52479.94721,484.0156837,429.9545716,745.2662785,74526.62785
4293,0.927423563,31656.06026,325.9802828,376.2408305,539.0194447,53901.94447
4294,0.667327371,32334.89224,264.143633,510.1578853,418.0680193,41806.80193
4295,0.805196978,35196.65471,260.3545661,288.584529,437.7101751,43771.01751
4296,0.626624411,24033.80393,173.9079678,87.64833824,260.2106178,26021.06178
4297,1.215363787,29562.64119,209.5257027,167.5495383,348.6733081,34867.33081
4298,0.774938534,41199.08307,294.425489,278.5126042,550.4324836,55043.24836
4299,1.278880696,47921.75053,112.4719061,101.5125911,177.4145821,17741.45821
4300,0.681592106,32722.72661,175.7570425,321.6989085,214.9222283,21492.22283
4301,1.094805361,37829.23149,370.709508,366.6860068,546.0669716,54606.69716
4302,0.873979435,39589.06649,581.868095,226.5844481,965.1364595,96513.64595
4303,0.784258949,20247.01518,316.7144388,255.2592428,596.0819879,59608.19879
4304,0.784019361,39341.16374,238.3141584,90.78614011,441.1310812,44113.10812
4305,1.058754818,51770.4065,516.9615661,318.5739466,927.1006943,92710.06943
4306,0.984646077,26244.1183,176.2970127,163.9130541,293.2317743,29323.17743
4307,1.037043905,37479.18211,249.0908384,173.2509858,386.2672238,38626.72238
4308,0.677262175,29146.80568,233.8837368,326.3580087,214.5678904,21456.78904
4309,0.675592826,24496.59522,317.3560895,225.6068806,603.5032762,60350.32762
4310,0.98017738,35111.44252,238.3158365,219.9714089,285.3023917,28530.23917
4311,0.602046087,33929.29588,292.1403163,151.9876059,468.1392277,46813.92277
4312,1.463765094,59685.06442,374.9573526,282.8623103,811.9481142,81194.81142
4313,1.289426096,45894.34772,210.8882235,142.7854029,341.5044096,34150.44096
4314,1.484450103,53775.58997,206.3616538,196.7043411,231.2840232,23128.40232
4315,0.645695239,37510.8894,325.2492506,211.7166553,604.0490447,60404.90447
4316,0.594235955,24571.84125,282.5570482,232.2481225,549.3705038,54937.05038
4317,1.578910415,85327.70576,546.6578851,456.4814368,804.066439,80406.6439
4318,0.718269459,28814.30662,114.5523865,107.980243,239.5778219,23957.78219
4319,0.618306568,25035.98051,110.6228159,162.9782,125.0803328,12508.03328
4320,1.067017541,37558.02219,262.4302689,306.190929,317.3741242,31737.41242
4321,0.554417834,19650.27294,233.7218084,219.3200005,358.1577489,35815.77489
4322,1.503697274,49859.60692,291.8385692,200.9156985,580.0956813,58009.56813
4323,0.790904853,28719.85256,448.8412464,375.7774922,910.2435352,91024.35352
4324,0.587261287,24282.98392,616.0785925,391.7996338,628.6369977,62863.69977
4325,0.931893292,30505.52294,319.4805088,414.4625426,447.9291645,44792.91645
4326,1.800733324,61390.52799,234.6542165,171.0522723,316.1836653,31618.36653
